payment_id,customer_id,payment_amount,failure_type,retry_count,successful_payments,failed_payments,customer_age_days,days_since_failure,payment_method,previous_recovery_rate,recovered
pay_06968,cust_1666,528.76,authentication_failed,0,4,8,124,0.61,card,0.333,0
pay_06969,cust_0451,367.09,expired_card,1,0,6,228,1.77,netbanking,0.0,0
pay_06970,cust_0566,396.98,bank_timeout,3,14,2,91,2.34,card,0.875,1
pay_06971,cust_1228,3979.62,expired_card,0,3,7,214,0.91,card,0.3,0
pay_06972,cust_0950,911.51,authentication_failed,0,8,8,365,3.03,upi,0.5,0
pay_06973,cust_2488,6335.91,insufficient_funds,3,18,7,789,4.94,netbanking,0.72,0
pay_06974,cust_1637,357.57,insufficient_funds,2,15,6,201,3.0,netbanking,0.714,1
pay_06975,cust_1062,7272.78,insufficient_funds,0,0,2,746,4.63,upi,0.0,1
pay_06976,cust_1761,489.49,insufficient_funds,2,15,3,777,0.15,netbanking,0.833,0
pay_06977,cust_1469,953.06,invalid_card,3,9,6,897,2.5,upi,0.6,0
pay_06978,cust_1537,3428.7,invalid_card,2,11,0,479,0.28,upi,1.0,1
pay_06979,cust_0806,756.22,insufficient_funds,1,0,0,675,0.54,card,0.0,0
pay_06980,cust_1939,929.15,expired_card,2,16,2,332,0.16,card,0.889,0
pay_06981,cust_2132,301.35,bank_timeout,1,8,6,218,3.48,upi,0.571,1
pay_06982,cust_1801,6368.47,insufficient_funds,2,6,8,836,3.53,card,0.429,0
pay_06983,cust_1749,6483.75,authentication_failed,0,19,2,707,4.83,card,0.905,0
pay_06984,cust_0543,504.44,expired_card,3,9,1,302,1.91,card,0.9,0
pay_06985,cust_2338,435.54,expired_card,0,3,5,171,1.19,netbanking,0.375,0
pay_06986,cust_1688,745.11,expired_card,0,4,5,842,4.63,upi,0.444,0
pay_06987,cust_1555,773.06,bank_timeout,0,8,5,840,3.82,card,0.615,1
pay_06988,cust_0895,8368.42,invalid_card,1,19,5,890,3.32,card,0.792,0
pay_06989,cust_0025,1750.1,insufficient_funds,2,11,4,997,2.83,netbanking,0.733,1
pay_06990,cust_0215,1123.4,insufficient_funds,0,4,1,570,1.43,card,0.8,1
pay_06991,cust_1993,2405.46,authentication_failed,3,17,2,342,1.18,card,0.895,0
pay_06992,cust_1645,562.36,insufficient_funds,2,17,3,968,2.0,card,0.85,0
pay_06993,cust_1567,4991.05,bank_timeout,1,9,6,464,0.42,netbanking,0.6,1
pay_06994,cust_2005,6676.65,invalid_card,3,20,6,340,1.49,upi,0.769,0
pay_06995,cust_0946,7721.27,insufficient_funds,0,0,7,662,1.2,netbanking,0.0,0
pay_06996,cust_1926,317.78,authentication_failed,0,1,2,351,0.18,netbanking,0.333,1
pay_06997,cust_2194,593.86,expired_card,1,0,6,518,3.64,card,0.0,0
pay_06998,cust_0628,449.12,expired_card,3,15,6,510,0.49,upi,0.714,0
pay_06999,cust_2326,6857.41,authentication_failed,3,6,8,96,4.24,netbanking,0.429,0
pay_07000,cust_2322,279.0,bank_timeout,0,4,4,448,2.87,upi,0.5,1
pay_07001,cust_0090,6743.04,invalid_card,0,2,7,303,2.78,upi,0.222,0
pay_07002,cust_0236,849.18,authentication_failed,1,6,2,691,0.4,upi,0.75,0
pay_07003,cust_1746,445.75,expired_card,3,20,0,226,3.84,upi,1.0,0
pay_07004,cust_0544,882.97,insufficient_funds,3,10,2,384,0.99,upi,0.833,1
pay_07005,cust_2099,612.95,bank_timeout,0,15,0,715,1.81,card,1.0,1
pay_07006,cust_0198,3055.08,authentication_failed,2,2,2,824,1.95,netbanking,0.5,0
pay_07007,cust_0524,760.61,bank_timeout,3,13,7,641,0.4,upi,0.65,1
pay_07008,cust_1698,2381.11,invalid_card,1,4,2,118,1.37,upi,0.667,0
pay_07009,cust_1859,5505.38,invalid_card,1,6,0,431,4.11,upi,1.0,1
pay_07010,cust_1854,2461.39,invalid_card,2,11,6,558,3.39,netbanking,0.647,0
pay_07011,cust_1344,454.47,authentication_failed,2,2,6,575,3.39,upi,0.25,0
pay_07012,cust_1994,2112.35,invalid_card,0,7,5,443,2.25,upi,0.583,0
pay_07013,cust_1739,3389.53,bank_timeout,1,5,2,397,4.68,upi,0.714,0
pay_07014,cust_2193,6709.96,bank_timeout,2,7,0,664,4.12,card,1.0,1
pay_07015,cust_0144,525.04,invalid_card,0,4,4,561,3.16,netbanking,0.5,0
pay_07016,cust_1886,4503.29,bank_timeout,0,1,2,335,4.89,upi,0.333,0
pay_07017,cust_0635,276.11,insufficient_funds,0,17,1,687,2.82,card,0.944,1
pay_07018,cust_0951,977.3,expired_card,0,14,4,217,4.71,netbanking,0.778,1
pay_07019,cust_1696,485.46,insufficient_funds,0,4,1,799,3.29,card,0.8,1
pay_07020,cust_0467,437.36,expired_card,3,12,3,206,4.63,card,0.8,0
pay_07021,cust_1287,1528.49,bank_timeout,2,19,7,582,3.89,upi,0.731,1
pay_07022,cust_2384,6651.11,invalid_card,1,18,7,708,4.4,upi,0.72,1
pay_07023,cust_0638,9176.21,expired_card,3,15,7,400,1.18,card,0.682,0
pay_07024,cust_0568,875.07,expired_card,0,1,7,854,3.5,netbanking,0.125,0
pay_07025,cust_0248,243.83,invalid_card,3,1,2,826,0.43,netbanking,0.333,0
pay_07026,cust_1974,471.33,insufficient_funds,2,17,2,240,4.02,netbanking,0.895,1
pay_07027,cust_1829,1245.72,invalid_card,2,6,1,488,0.37,upi,0.857,0
pay_07028,cust_1759,6395.37,insufficient_funds,3,18,6,562,4.49,netbanking,0.75,0
pay_07029,cust_1865,8459.82,bank_timeout,0,17,2,359,3.92,netbanking,0.895,1
pay_07030,cust_0908,895.61,insufficient_funds,3,0,4,81,1.4,upi,0.0,0
pay_07031,cust_2305,9018.57,invalid_card,3,0,6,288,0.32,netbanking,0.0,0
pay_07032,cust_1542,8911.86,invalid_card,0,0,3,230,0.61,card,0.0,0
pay_07033,cust_1932,6227.38,invalid_card,2,17,3,142,1.1,upi,0.85,0
pay_07034,cust_0379,5350.46,expired_card,1,18,8,547,4.0,netbanking,0.692,0
pay_07035,cust_1672,1227.7,expired_card,1,9,0,362,1.41,upi,1.0,0
pay_07036,cust_0323,1369.13,authentication_failed,0,15,8,440,3.03,card,0.652,0
pay_07037,cust_1955,9797.97,bank_timeout,0,11,1,820,0.48,upi,0.917,0
pay_07038,cust_0822,2123.8,bank_timeout,0,1,0,968,4.13,upi,1.0,0
pay_07039,cust_2322,8253.08,bank_timeout,0,12,6,846,4.83,card,0.667,0
pay_07040,cust_0922,491.49,bank_timeout,0,0,6,127,3.49,netbanking,0.0,0
pay_07041,cust_1373,839.94,expired_card,2,3,8,662,0.87,netbanking,0.273,0
pay_07042,cust_1144,2997.82,expired_card,0,10,1,375,4.44,netbanking,0.909,0
pay_07043,cust_0651,1567.83,authentication_failed,3,2,1,667,4.86,netbanking,0.667,0
pay_07044,cust_1678,803.72,authentication_failed,3,2,1,972,3.65,upi,0.667,1
pay_07045,cust_2225,652.79,invalid_card,0,4,0,317,0.87,netbanking,1.0,0
pay_07046,cust_0070,355.82,invalid_card,2,7,3,684,2.42,upi,0.7,0
pay_07047,cust_0100,381.19,bank_timeout,0,8,1,43,3.26,netbanking,0.889,0
pay_07048,cust_1152,1780.67,invalid_card,3,6,0,80,3.63,upi,1.0,0
pay_07049,cust_0425,320.8,expired_card,2,6,0,561,3.15,netbanking,1.0,0
pay_07050,cust_1908,2606.76,expired_card,1,13,2,137,3.08,card,0.867,1
pay_07051,cust_0781,537.25,authentication_failed,2,3,2,475,1.2,upi,0.6,0
pay_07052,cust_1713,738.72,expired_card,3,5,6,239,4.48,upi,0.455,0
pay_07053,cust_0849,8743.29,invalid_card,0,15,6,435,2.12,upi,0.714,0
pay_07054,cust_0191,2131.97,expired_card,1,20,5,303,1.49,upi,0.8,1
pay_07055,cust_1383,2997.38,authentication_failed,1,15,3,596,1.36,card,0.833,1
pay_07056,cust_2233,1012.87,authentication_failed,1,15,0,812,2.15,upi,1.0,0
pay_07057,cust_0159,4483.24,bank_timeout,2,16,0,185,4.13,netbanking,1.0,1
pay_07058,cust_0004,7615.29,expired_card,0,4,8,951,2.64,upi,0.333,1
pay_07059,cust_0804,321.71,expired_card,0,8,3,665,1.15,netbanking,0.727,0
pay_07060,cust_2499,9126.31,authentication_failed,3,10,0,335,1.57,upi,1.0,1
pay_07061,cust_1106,388.78,invalid_card,0,5,8,190,3.51,netbanking,0.385,0
pay_07062,cust_0921,2555.58,bank_timeout,3,9,7,759,4.59,upi,0.562,0
pay_07063,cust_0849,206.65,insufficient_funds,2,17,3,528,2.8,netbanking,0.85,1
pay_07064,cust_1272,1857.89,expired_card,2,2,8,555,2.23,card,0.2,0
pay_07065,cust_2125,3123.02,authentication_failed,2,7,5,700,3.84,netbanking,0.583,1
pay_07066,cust_0090,494.39,authentication_failed,2,19,8,944,3.33,card,0.704,0
pay_07067,cust_1350,918.58,authentication_failed,0,10,7,257,0.12,upi,0.588,1
pay_07068,cust_1834,423.74,bank_timeout,2,14,5,926,1.42,card,0.737,0
pay_07069,cust_0082,7238.6,bank_timeout,1,18,2,231,2.7,card,0.9,1
pay_07070,cust_0492,542.2,bank_timeout,2,5,2,565,3.48,netbanking,0.714,1
pay_07071,cust_1257,1661.15,expired_card,2,14,4,139,3.06,card,0.778,1
pay_07072,cust_0829,722.47,authentication_failed,1,7,2,236,3.85,upi,0.778,0
pay_07073,cust_0420,1315.56,expired_card,3,17,7,73,2.67,netbanking,0.708,1
pay_07074,cust_1276,432.56,invalid_card,2,6,5,893,3.87,card,0.545,0
pay_07075,cust_1015,993.12,insufficient_funds,0,10,0,561,4.94,card,1.0,1
pay_07076,cust_1210,403.22,expired_card,3,6,5,373,4.02,card,0.545,0
pay_07077,cust_1411,4974.02,expired_card,1,11,5,604,4.57,upi,0.688,1
pay_07078,cust_2167,8377.91,bank_timeout,2,15,7,606,2.81,upi,0.682,1
pay_07079,cust_0963,1165.12,invalid_card,1,1,4,880,1.69,upi,0.2,0
pay_07080,cust_1912,9014.92,insufficient_funds,0,8,3,984,2.94,card,0.727,0
pay_07081,cust_2327,704.74,invalid_card,1,1,7,713,1.92,netbanking,0.125,0
pay_07082,cust_1071,6956.63,expired_card,0,8,1,537,1.61,netbanking,0.889,1
pay_07083,cust_1330,208.28,expired_card,2,19,3,103,4.32,netbanking,0.864,0
pay_07084,cust_1522,1145.8,insufficient_funds,2,8,7,574,1.7,upi,0.533,0
pay_07085,cust_2242,7286.65,bank_timeout,0,16,7,943,1.38,card,0.696,1
pay_07086,cust_1455,497.15,authentication_failed,2,17,1,269,4.67,netbanking,0.944,0
pay_07087,cust_2345,409.19,expired_card,3,3,8,473,3.52,upi,0.273,1
pay_07088,cust_0929,5704.19,bank_timeout,1,8,1,995,1.84,card,0.889,0
pay_07089,cust_0989,4918.65,insufficient_funds,3,8,1,161,1.67,card,0.889,1
pay_07090,cust_1101,234.44,invalid_card,3,15,3,933,3.02,upi,0.833,0
pay_07091,cust_2300,1900.58,bank_timeout,1,14,4,732,2.32,upi,0.778,1
pay_07092,cust_1150,6200.4,invalid_card,0,11,7,809,2.72,netbanking,0.611,1
pay_07093,cust_1813,252.47,authentication_failed,0,19,3,547,0.93,card,0.864,1
pay_07094,cust_1729,686.82,expired_card,3,17,8,976,2.53,netbanking,0.68,0
pay_07095,cust_0564,2266.64,invalid_card,0,13,1,703,1.96,upi,0.929,0
pay_07096,cust_1097,8081.79,expired_card,1,18,1,736,1.55,card,0.947,1
pay_07097,cust_1450,6568.53,expired_card,2,15,6,969,0.86,card,0.714,0
pay_07098,cust_1741,949.46,authentication_failed,0,17,3,923,2.63,upi,0.85,1
pay_07099,cust_0521,713.59,expired_card,3,11,6,958,2.43,card,0.647,1
pay_07100,cust_2081,3083.7,insufficient_funds,3,5,1,501,3.46,card,0.833,0
pay_07101,cust_1352,712.98,bank_timeout,1,9,6,776,2.47,card,0.6,0
pay_07102,cust_1537,4356.75,authentication_failed,0,0,8,341,3.58,netbanking,0.0,0
pay_07103,cust_0859,5579.68,authentication_failed,0,6,2,200,3.37,netbanking,0.75,0
pay_07104,cust_0691,284.53,bank_timeout,2,6,6,140,1.63,card,0.5,0
pay_07105,cust_0912,1688.24,bank_timeout,3,16,3,808,1.53,upi,0.842,1
pay_07106,cust_1179,3394.51,bank_timeout,1,16,2,265,0.93,netbanking,0.889,1
pay_07107,cust_1704,1782.6,bank_timeout,3,3,7,482,2.12,netbanking,0.3,0
pay_07108,cust_1180,328.79,bank_timeout,3,12,0,608,1.39,upi,1.0,0
pay_07109,cust_1568,382.66,expired_card,3,4,6,166,1.89,upi,0.4,0
pay_07110,cust_2164,807.54,authentication_failed,0,18,2,587,0.43,upi,0.9,0
pay_07111,cust_2074,553.51,insufficient_funds,3,10,8,590,1.96,upi,0.556,0
pay_07112,cust_0084,246.04,expired_card,0,2,3,434,1.29,netbanking,0.4,0
pay_07113,cust_2018,590.11,expired_card,2,3,7,46,3.66,upi,0.3,0
pay_07114,cust_2207,1730.75,authentication_failed,2,12,5,879,4.48,card,0.706,1
pay_07115,cust_1347,7866.9,invalid_card,0,10,5,498,0.17,upi,0.667,0
pay_07116,cust_2435,2669.02,expired_card,0,14,4,981,3.38,netbanking,0.778,0
pay_07117,cust_0858,475.87,expired_card,0,0,5,439,3.93,netbanking,0.0,0
pay_07118,cust_2307,630.6,insufficient_funds,2,2,5,118,3.29,upi,0.286,0
pay_07119,cust_1650,2508.19,authentication_failed,1,2,3,449,3.71,upi,0.4,1
pay_07120,cust_0823,407.51,authentication_failed,3,8,0,229,3.06,upi,1.0,1
pay_07121,cust_0945,242.91,expired_card,1,3,4,366,1.51,netbanking,0.429,0
pay_07122,cust_2136,2184.07,expired_card,0,17,6,212,0.28,card,0.739,1
pay_07123,cust_1558,329.06,insufficient_funds,0,3,8,836,2.7,netbanking,0.273,0
pay_07124,cust_2318,5419.05,bank_timeout,0,16,1,875,3.24,card,0.941,1
pay_07125,cust_0978,518.69,authentication_failed,3,1,4,873,1.44,upi,0.2,0
pay_07126,cust_2466,2916.27,invalid_card,3,3,8,413,0.57,card,0.273,0
pay_07127,cust_2091,5155.59,authentication_failed,0,10,8,126,1.55,netbanking,0.556,0
pay_07128,cust_0079,773.63,expired_card,2,13,0,484,2.8,upi,1.0,0
pay_07129,cust_0700,258.49,expired_card,3,6,4,41,1.64,netbanking,0.6,0
pay_07130,cust_1867,8757.14,expired_card,1,18,4,442,1.08,netbanking,0.818,1
pay_07131,cust_0802,2646.19,authentication_failed,1,18,8,173,1.72,card,0.692,0
pay_07132,cust_1718,3579.39,invalid_card,1,14,6,835,2.05,netbanking,0.7,0
pay_07133,cust_1128,502.73,expired_card,1,1,7,673,1.24,upi,0.125,1
pay_07134,cust_0273,483.7,expired_card,3,15,8,357,4.82,card,0.652,0
pay_07135,cust_2500,1304.62,expired_card,3,8,7,928,2.39,card,0.533,0
pay_07136,cust_2217,381.6,bank_timeout,1,16,4,602,0.66,card,0.8,0
pay_07137,cust_1332,5567.2,authentication_failed,2,8,1,630,2.58,card,0.889,0
pay_07138,cust_0860,520.93,invalid_card,2,10,2,269,1.94,upi,0.833,1
pay_07139,cust_0705,9016.84,insufficient_funds,3,17,3,538,3.51,upi,0.85,1
pay_07140,cust_0799,452.93,invalid_card,1,19,3,719,4.75,netbanking,0.864,1
pay_07141,cust_0307,2118.56,invalid_card,1,4,5,786,2.4,upi,0.444,0
pay_07142,cust_1551,947.34,expired_card,1,20,2,570,0.3,netbanking,0.909,0
pay_07143,cust_2399,421.52,bank_timeout,1,11,2,285,4.93,upi,0.846,0
pay_07144,cust_2265,2503.1,expired_card,3,15,8,539,3.18,netbanking,0.652,0
pay_07145,cust_0724,328.79,expired_card,1,16,4,272,4.49,netbanking,0.8,1
pay_07146,cust_1228,4050.39,expired_card,1,5,0,263,3.1,upi,1.0,1
pay_07147,cust_2297,676.17,insufficient_funds,2,9,3,838,2.5,netbanking,0.75,0
pay_07148,cust_0759,1342.24,expired_card,1,17,5,919,1.01,netbanking,0.773,0
pay_07149,cust_1212,7361.44,invalid_card,3,0,2,818,4.53,upi,0.0,0
pay_07150,cust_1161,1152.53,bank_timeout,0,10,4,568,2.62,card,0.714,1
pay_07151,cust_0917,6444.53,authentication_failed,2,2,5,869,3.63,upi,0.286,0
pay_07152,cust_1500,9726.88,insufficient_funds,2,17,5,857,1.02,upi,0.773,1
pay_07153,cust_2089,883.76,authentication_failed,2,15,2,994,4.17,card,0.882,1
pay_07154,cust_0086,1316.72,bank_timeout,1,18,4,206,1.78,upi,0.818,1
pay_07155,cust_1582,253.86,insufficient_funds,0,7,5,905,4.65,card,0.583,1
pay_07156,cust_0447,7663.43,invalid_card,1,1,2,127,1.73,card,0.333,0
pay_07157,cust_1252,2214.74,invalid_card,2,6,7,316,0.12,upi,0.462,0
pay_07158,cust_1998,771.63,insufficient_funds,1,5,7,374,0.59,netbanking,0.417,1
pay_07159,cust_2280,863.84,insufficient_funds,2,20,1,742,1.33,upi,0.952,1
pay_07160,cust_1228,3260.31,expired_card,1,8,5,427,3.97,card,0.615,0
pay_07161,cust_2199,536.88,authentication_failed,3,8,2,468,3.12,card,0.8,1
pay_07162,cust_0472,886.24,expired_card,3,12,0,268,2.65,netbanking,1.0,1
pay_07163,cust_2327,3740.53,insufficient_funds,0,7,6,858,1.12,netbanking,0.538,0
pay_07164,cust_0305,266.42,bank_timeout,1,16,7,828,3.2,netbanking,0.696,1
pay_07165,cust_1971,3232.95,insufficient_funds,0,11,3,218,0.26,upi,0.786,0
pay_07166,cust_0418,1458.5,expired_card,1,2,0,476,0.84,netbanking,1.0,0
pay_07167,cust_0349,2190.62,insufficient_funds,3,7,6,370,3.99,upi,0.538,0
pay_07168,cust_0095,361.11,bank_timeout,0,17,6,39,4.46,card,0.739,1
pay_07169,cust_2474,9440.08,expired_card,0,17,5,444,4.41,netbanking,0.773,0
pay_07170,cust_1033,297.25,insufficient_funds,0,8,2,612,4.86,netbanking,0.8,1
pay_07171,cust_1486,4709.38,authentication_failed,1,15,5,887,1.34,upi,0.75,1
pay_07172,cust_1454,540.09,bank_timeout,2,11,2,526,1.44,netbanking,0.846,0
pay_07173,cust_1645,3729.56,authentication_failed,2,10,7,893,2.15,upi,0.588,0
pay_07174,cust_1352,775.96,authentication_failed,1,19,6,311,0.26,card,0.76,1
pay_07175,cust_2111,236.94,invalid_card,2,19,6,267,0.56,upi,0.76,0
pay_07176,cust_2187,6715.58,authentication_failed,1,6,5,145,2.98,netbanking,0.545,0
pay_07177,cust_0081,435.9,expired_card,0,9,7,622,3.28,upi,0.562,0
pay_07178,cust_0427,245.65,authentication_failed,2,17,8,306,2.89,card,0.68,0
pay_07179,cust_0543,357.25,insufficient_funds,3,19,2,631,1.07,netbanking,0.905,0
pay_07180,cust_1612,479.33,expired_card,1,7,7,240,4.87,card,0.5,0
pay_07181,cust_0715,6556.62,bank_timeout,2,12,5,443,2.16,card,0.706,0
pay_07182,cust_1215,3905.08,bank_timeout,2,16,0,42,0.16,upi,1.0,1
pay_07183,cust_1036,1183.24,authentication_failed,2,2,6,385,4.88,netbanking,0.25,0
pay_07184,cust_0475,963.03,insufficient_funds,3,7,3,79,4.38,netbanking,0.7,0
pay_07185,cust_2076,319.63,expired_card,2,20,1,611,2.98,card,0.952,1
pay_07186,cust_0715,1834.01,invalid_card,2,11,7,342,4.11,netbanking,0.611,0
pay_07187,cust_0465,2058.12,insufficient_funds,2,9,3,328,1.75,upi,0.75,0
pay_07188,cust_0728,950.15,insufficient_funds,2,13,3,232,2.55,card,0.812,1
pay_07189,cust_0975,529.03,expired_card,2,3,1,482,1.25,card,0.75,1
pay_07190,cust_1804,1610.11,authentication_failed,1,17,5,515,4.84,upi,0.773,0
pay_07191,cust_0799,6138.74,insufficient_funds,2,6,6,920,0.2,card,0.5,0
pay_07192,cust_2003,284.19,authentication_failed,3,11,0,336,3.9,card,1.0,1
pay_07193,cust_0913,7015.45,insufficient_funds,3,4,8,98,1.72,upi,0.333,0
pay_07194,cust_1024,882.54,insufficient_funds,0,13,0,993,2.12,card,1.0,1
pay_07195,cust_0342,693.02,expired_card,3,13,3,855,0.45,netbanking,0.812,0
pay_07196,cust_0466,369.39,authentication_failed,0,13,0,550,2.73,card,1.0,0
pay_07197,cust_1231,9880.29,authentication_failed,1,16,5,993,2.72,upi,0.762,1
pay_07198,cust_1866,2770.72,insufficient_funds,2,11,8,603,3.14,card,0.579,0
pay_07199,cust_0172,1324.74,authentication_failed,2,17,8,527,4.1,upi,0.68,1
pay_07200,cust_2462,521.55,expired_card,2,16,0,205,3.61,upi,1.0,1
pay_07201,cust_2012,431.04,bank_timeout,0,16,7,617,2.74,upi,0.696,0
pay_07202,cust_2069,9148.11,authentication_failed,3,3,4,984,2.91,upi,0.429,0
pay_07203,cust_1768,2395.54,authentication_failed,2,3,0,102,3.21,netbanking,1.0,0
pay_07204,cust_2188,635.37,invalid_card,0,10,1,526,3.11,upi,0.909,0
pay_07205,cust_2123,1202.29,bank_timeout,2,12,2,865,0.35,card,0.857,1
pay_07206,cust_2040,3714.64,invalid_card,3,9,0,83,2.28,upi,1.0,0
pay_07207,cust_0127,2517.79,invalid_card,1,16,5,699,3.12,card,0.762,0
pay_07208,cust_0422,2061.62,authentication_failed,0,9,8,495,4.1,upi,0.529,0
pay_07209,cust_1395,894.57,insufficient_funds,3,12,7,871,3.05,upi,0.632,0
pay_07210,cust_2010,741.34,insufficient_funds,0,12,1,681,2.33,netbanking,0.923,1
pay_07211,cust_2198,392.84,invalid_card,1,1,3,429,3.66,card,0.25,0
pay_07212,cust_2090,344.74,expired_card,2,6,0,146,1.23,netbanking,1.0,0
pay_07213,cust_0258,992.06,invalid_card,1,10,2,338,3.55,upi,0.833,1
pay_07214,cust_1189,1540.86,authentication_failed,0,14,4,305,2.7,netbanking,0.778,1
pay_07215,cust_0226,4626.19,bank_timeout,1,10,0,680,3.09,netbanking,1.0,1
pay_07216,cust_1222,863.22,authentication_failed,0,8,3,37,3.92,netbanking,0.727,1
pay_07217,cust_1104,8029.82,authentication_failed,2,14,5,619,1.78,netbanking,0.737,0
pay_07218,cust_2098,899.89,expired_card,2,0,6,916,0.23,upi,0.0,0
pay_07219,cust_1380,9512.78,expired_card,3,19,7,100,0.89,netbanking,0.731,0
pay_07220,cust_0031,4473.45,invalid_card,3,17,3,673,1.37,card,0.85,0
pay_07221,cust_0761,2039.89,invalid_card,0,14,1,136,0.39,card,0.933,0
pay_07222,cust_0643,1289.75,invalid_card,1,17,7,268,4.89,netbanking,0.708,1
pay_07223,cust_0801,536.11,insufficient_funds,0,8,6,403,2.27,upi,0.571,0
pay_07224,cust_1120,4007.58,insufficient_funds,0,4,4,78,0.63,card,0.5,0
pay_07225,cust_0749,9500.66,authentication_failed,0,7,7,942,1.87,upi,0.5,0
pay_07226,cust_0989,685.4,insufficient_funds,3,14,5,65,0.67,netbanking,0.737,0
pay_07227,cust_0978,4507.47,expired_card,0,10,3,190,2.54,netbanking,0.769,0
pay_07228,cust_0834,388.73,expired_card,1,6,7,828,0.36,netbanking,0.462,1
pay_07229,cust_2061,550.36,authentication_failed,1,13,6,105,4.33,upi,0.684,0
pay_07230,cust_0310,2734.68,expired_card,3,10,0,199,3.19,upi,1.0,0
pay_07231,cust_1859,446.83,insufficient_funds,0,2,8,135,2.9,card,0.2,0
pay_07232,cust_0119,770.11,insufficient_funds,1,3,0,478,2.92,netbanking,1.0,1
pay_07233,cust_0165,350.8,authentication_failed,2,10,6,279,1.45,upi,0.625,0
pay_07234,cust_0977,868.51,insufficient_funds,1,7,8,414,4.55,upi,0.467,1
pay_07235,cust_0428,577.09,insufficient_funds,1,14,7,990,0.46,upi,0.667,1
pay_07236,cust_0236,846.86,bank_timeout,2,2,2,113,1.1,upi,0.5,1
pay_07237,cust_2236,523.8,bank_timeout,3,4,2,448,4.36,upi,0.667,1
pay_07238,cust_0581,3737.9,expired_card,2,19,1,318,3.49,card,0.95,1
pay_07239,cust_1968,9042.54,invalid_card,3,13,2,781,4.85,card,0.867,0
pay_07240,cust_2120,2908.95,invalid_card,2,4,4,679,1.63,card,0.5,1
pay_07241,cust_2300,388.6,insufficient_funds,1,14,5,784,2.53,card,0.737,1
pay_07242,cust_2480,359.83,insufficient_funds,2,19,0,158,4.79,upi,1.0,1
pay_07243,cust_1251,9442.55,invalid_card,1,20,6,953,3.3,upi,0.769,0
pay_07244,cust_1639,6167.26,expired_card,1,3,8,916,0.97,upi,0.273,0
pay_07245,cust_0439,4746.8,insufficient_funds,1,15,4,443,4.95,upi,0.789,1
pay_07246,cust_0565,4888.42,bank_timeout,3,6,2,418,2.11,netbanking,0.75,1
pay_07247,cust_0421,693.11,insufficient_funds,2,2,5,809,3.51,card,0.286,0
pay_07248,cust_2297,1864.66,authentication_failed,2,14,1,942,3.65,netbanking,0.933,1
pay_07249,cust_1647,2144.0,invalid_card,1,0,8,545,3.04,upi,0.0,0
pay_07250,cust_0222,1104.24,insufficient_funds,1,11,6,728,0.9,card,0.647,1
pay_07251,cust_1155,1705.02,expired_card,2,19,5,495,0.78,card,0.792,0
pay_07252,cust_0651,9924.38,insufficient_funds,1,12,7,111,4.43,upi,0.632,0
pay_07253,cust_2423,3495.42,invalid_card,1,3,4,591,0.55,upi,0.429,0
pay_07254,cust_1085,5610.62,insufficient_funds,0,4,0,435,4.64,upi,1.0,0
pay_07255,cust_0259,293.56,authentication_failed,2,6,6,184,2.22,card,0.5,1
pay_07256,cust_2429,435.31,expired_card,1,12,2,383,2.13,netbanking,0.857,1
pay_07257,cust_1628,309.95,insufficient_funds,0,15,0,834,4.77,netbanking,1.0,1
pay_07258,cust_2179,9789.46,expired_card,3,1,6,509,1.85,card,0.143,0
pay_07259,cust_1082,338.32,bank_timeout,3,5,5,586,3.71,netbanking,0.5,0
pay_07260,cust_1951,9859.87,expired_card,1,20,8,927,2.94,upi,0.714,1
pay_07261,cust_0094,733.8,authentication_failed,1,1,5,68,1.46,upi,0.167,0
pay_07262,cust_2213,260.12,insufficient_funds,3,10,7,589,2.37,netbanking,0.588,0
pay_07263,cust_2016,639.38,authentication_failed,2,6,2,107,1.85,netbanking,0.75,1
pay_07264,cust_2487,6969.17,bank_timeout,3,7,3,940,2.3,card,0.7,0
pay_07265,cust_0130,8497.44,invalid_card,2,20,0,684,0.38,upi,1.0,0
pay_07266,cust_2423,794.92,invalid_card,2,11,3,784,0.47,card,0.786,0
pay_07267,cust_1615,1581.8,expired_card,2,12,6,774,4.48,netbanking,0.667,0
pay_07268,cust_0454,988.89,bank_timeout,1,8,8,188,4.53,card,0.5,1
pay_07269,cust_2346,897.13,insufficient_funds,3,4,5,521,1.75,card,0.444,0
pay_07270,cust_0743,321.48,expired_card,1,18,3,68,4.37,card,0.857,1
pay_07271,cust_0452,2070.94,expired_card,2,8,1,173,4.65,card,0.889,1
pay_07272,cust_1188,421.64,insufficient_funds,3,7,1,303,1.14,upi,0.875,1
pay_07273,cust_1892,551.28,insufficient_funds,2,9,6,237,1.66,netbanking,0.6,0
pay_07274,cust_1365,3365.21,authentication_failed,1,1,7,520,0.29,netbanking,0.125,0
pay_07275,cust_2003,1295.21,bank_timeout,1,20,5,459,1.89,card,0.8,1
pay_07276,cust_0800,793.4,authentication_failed,2,10,2,798,2.99,netbanking,0.833,0
pay_07277,cust_2384,7294.43,bank_timeout,3,1,7,875,3.59,upi,0.125,0
pay_07278,cust_1879,772.41,authentication_failed,0,12,7,724,1.85,netbanking,0.632,0
pay_07279,cust_1835,2052.72,expired_card,0,20,3,892,1.71,netbanking,0.87,0
pay_07280,cust_1631,3972.73,expired_card,1,19,6,604,2.82,card,0.76,0
